id,name,age,prof_id
1235,Дорофей,88,157
1236,Кузьма,43,240
1237,Тимофей,64,187
1238,Анфиса,62,200
1239,Стефания,33,26
1240,Исай,74,288
1241,Александра,80,123
1242,Леопольд,29,50
1243,Анисья,89,253
1244,Велизар,46,213
1245,Тельман,48,222
1246,Измаил,45,296
1247,Ашот,56,126
1248,Александра,84,244
1249,Тамара,55,225
1250,Елисей,66,196
1251,Аркадий,50,260
1252,Раис,67,62
1253,Ким,99,281
1254,Филипп,95,190
1255,Генриетта,80,83
1256,Артемий,21,159
1257,Злата,70,270
1258,Роберт,87,140
1259,Алико,64,66
1260,Азиза,52,269
1261,Вилен,77,122
1262,Савва,64,277
1263,Захария,90,282
1264,Феодосий,78,179
1265,Никита,86,24
1266,Эмиль,57,35
1267,Венера,79,247
1268,Даниэла,87,135
1269,Изольда,71,13
1270,Ахмет,55,226
1271,Эдита,32,122
1272,Инга,98,237
1273,Яна,68,255
1274,Алина,76,246
1275,Тереза,33,84
1276,Станислав,85,64
1277,Алана,46,39
1278,Захария,52,152
1279,Азарий,79,138
1280,Витаутас,33,2
1281,Яромир,32,7
1282,Юлиан,79,154
1283,Макар,70,137
1284,Трофим,81,193
1285,Витольд,92,96
1286,Астра,69,89
1287,Серафима,31,47
1288,Эльдар,71,9
1289,Дарина,72,166
1290,Севастьян,20,290
1291,Егор,90,5
1292,Евдоким,59,293
1293,Янка,97,165
1294,Аида,60,196
1295,Леонтий,55,13
1296,Фидель,68,65
1297,Нисон,30,95
1298,Аскольд,61,128
1299,Виргиния,36,34
1300,Беатриса,84,141
1301,Петр,34,40
1302,Татьяна,62,183
1303,Олег,98,5
1304,Архелия,62,84
1305,Эсмеральда,28,281
1306,Стивен,74,67
1307,"Вида, Видана",71,4
1308,Алексей,54,270
1309,Аркадий,21,204
1310,Гера,64,220
1311,Аникита,58,168
1312,Василий,36,4
1313,Рифат,74,155
1314,Бронислав,100,235
1315,Архелия,98,96
1316,Арина,67,6
1317,Светлана,40,240
1318,Рубен,80,86
1319,Даниил,91,56
1320,Алиса,80,274
1321,Гюзель,94,34
1322,Богдан,20,275
1323,Руслан,73,190
1324,Фаиза,23,158
1325,Елена,21,184
1326,Лука,71,266
1327,Земфира,95,271
1328,Джемма,34,270
1329,Злата,27,157
1330,Рем,58,288
1331,Святослав,98,41
1332,Амелия (Амалия),65,41
1333,Ядвига,68,171
1334,Валентин,79,83
1335,Виктория,81,74
1336,Арий,94,162
1337,Ричард,34,203
1338,Тамаз,41,194
1339,Северин,19,180
1340,Феликс,81,123
1341,Клим ,73,241
1342,Бонифаций,24,195
1343,Эльза,20,291
1344,Никита,59,19
1345,Илзе,89,177
1346,Рафик,24,148
1347,Авдей,55,69
1348,Гордей,36,176
1349,Таис,86,179
1350,Марат,22,143
1351,Роберт,68,135
1352,Демьян ,29,121
1353,Сократ,21,98
1354,Бернар,27,118
1355,Вилен,70,16
1356,Люсьен,95,17
1357,Гаянэ,59,224
1358,Артур,79,131
1359,Астра,36,237
1360,Ася,19,141
1361,Ираида,18,95
1362,Гелена,91,96
1363,Тарас,59,161
1364,Кузьма,73,13
1365,Август,93,62
1366,Стелла,26,141
1367,Гаянэ,79,288
1368,Аврора,77,149
1369,Эдвард,35,166
1370,Ахмет,95,175
1371,Петр,47,299
1372,Эммануил,60,103
1373,Валентина,41,126
1374,Тимур,52,135
1375,Северина,36,92
1376,Джулия,40,6
1377,Аким,64,136
1378,Теодор,63,81
1379,Сабина,92,155
1380,Людвиг,45,166
1381,Фома,81,296
1382,Илиан,81,125
1383,Эдуард,94,168
1384,Фелиция,23,110
1385,Христофор,99,167
1386,Сусанна,87,13
1387,Гавриил,23,29
1388,Инесса,36,289
1389,Злата,70,154
1390,Автандил,38,291
1391,Петр,22,93
1392,Демид ,100,239
1393,Раймонд,83,28
1394,Береслава,63,131
1395,Алина,71,38
1396,Валерий,69,227
1397,Нифонт,52,86
1398,Дональд,64,249
1399,Леонтий,45,131
1400,Агния,58,265
1401,Эдда,41,78
1402,Константин,60,52
1403,Иосиф,50,169
1404,Таира,65,247
1405,"Сильва, Сильвия",43,283
1406,Иннокентий,78,54
1407,Елизавета,29,193
1408,"Ульяна, Юлиана",70,201
1409,Ефрем,33,47
1410,Азарий,23,59
1411,Ефрем,59,8
1412,Семен,71,163
1413,Гастон,31,45
1414,Амина,43,297
1415,Кирилл,74,119
1416,Ада,29,87
1417,Амаяк,84,220
1418,Валерия,81,116
1419,Раймонд,29,267
1420,Эсмеральда,72,298
1421,Эльвира,36,211
1422,Тельман,91,151
1423,Арон,96,47
1424,Ион,30,138
1425,Натан,97,140
1426,Эдита,79,158
1427,Инна,59,234
1428,Милан,32,291
1429,Злата,27,289
1430,Венера,94,155
1431,Вильгельм,45,257
1432,Ермолай,34,5
1433,Натан,90,52
1434,Ефрем,93,27
1435,Илья,49,14
1436,Генрих,77,146
1437,Ермолай,22,101
1438,Астра,23,53
1439,Михаил,82,8
1440,Марат,79,159
1441,Ерофей,96,220
1442,Яким,74,34
1443,Даниэла,68,225
1444,Карл,20,66
1445,Моисей,74,154
1446,Ростислав,37,53
1447,Виталий,91,184
1448,Зигмунд,81,213
1449,Андоим,70,12
1450,Ясон,74,273
1451,Игнат,98,246
1452,Вадим,64,236
1453,Альжбета,93,255
1454,Захар,55,181
1455,Артур,47,262
1456,Архип,73,55
1457,Николай,20,209
1458,Онисим,19,133
1459,Альфред,43,120
1460,Ефрем,52,248
1461,Василиса,71,15
1462,Эльвира,35,144
1463,Евграф,41,15
1464,Андоим,92,246
1465,Бенедикт,83,3
1466,Донатос,53,179
1467,Тереза,78,65
1468,Анэля,87,116
1469,Анастасия,99,26
1470,"Анжела, Анжелика",78,225
1471,Аникита,54,99
1472,Тит,37,281
1473,Демид ,73,107
1474,Ренольд,92,115
1475,Франсуаза,73,85
1476,Тимофей,71,173
1477,Никифор,63,127
1478,Мирон,44,196
1479,Ахмет,99,30
1480,Елизар,50,89
1481,Валерия,36,44
1482,Фрида,78,130
1483,Изабелла,56,140
1484,Теодор,100,104
1485,Мирослав,54,192
1486,Семен,36,290
1487,Христофор,59,229
1488,Борислава,28,284
1489,Ролан,52,208
1490,Василий,27,298
1491,Аким,96,150
1492,Алла,53,102
1493,Сарра,75,225
1494,Аристарх,51,292
1495,Жорж,67,46
1496,Джемма,83,220
1497,Антонина,75,74
1498,Вероника,27,189
1499,Юлия,39,2
1500,Ефимий,63,5
1501,Вильгельм,94,261
1502,"Вида, Видана",66,251
1503,Май,97,70
1504,Донатос,100,58
1505,Емельян,58,165
1506,Вероника,56,58
1507,Вадим,19,189
1508,Никита,60,129
1509,Эльга,57,42
1510,Иосиф,31,273
1511,Арно,55,94
1512,Артемий,77,239
1513,Даниэла,87,50
1514,Томила,24,88
1515,Архип,38,17
1516,Ядвига,53,50
1517,Элла,80,46
1518,Серафим,25,241
1519,Северина,42,217
1520,Анфиса,64,246
1521,Береслава,87,194
1522,Ричард,81,256
1523,Геральд,33,293
1524,Аникита,69,237
1525,Томила,81,289
1526,Вероника,83,284
1527,Агнесса,61,122
1528,Арина,29,244
1529,Фелиция,42,246
1530,Андоим,20,168
1531,Альбина,96,239
1532,Аида,38,284
1533,Парамон,18,34
1534,Май,64,42
1535,Бронислав,63,255
1536,Тамара,70,126
1537,Стакрат,56,270
1538,Артур,87,281
1539,Амадей,45,118
1540,Никифор,50,117
1541,Елизавета,84,36
1542,Яков,63,201
1543,Томила,59,126
1544,Арно,21,50
1545,Никифор,65,208
1546,Эльмира,86,292
1547,Ариадна,35,82
1548,Джордан,59,256
1549,Амадей,97,111
1550,Элла,33,140
1551,Олег,31,243
1552,Игорь,68,138
1553,Григорий,59,14
1554,Макар,23,142
1555,Натан,60,185
1556,Гастон,37,112
1557,Лев,23,12
1558,Георгина,86,140
1559,Христофор,91,213
1560,Яромир,42,180
1561,Эдда,88,16
1562,Стакрат,84,105
1563,Стоян,31,103
1564,Христиан,35,115
1565,Николай,31,152
1566,Степан,49,82
1567,Адольф,77,245
1568,Эдвард,19,178
1569,Изольда,55,3
1570,Ангел,97,124
1571,Веселина,34,74
1572,Адель,36,228
1573,Сабина,94,128
1574,Талик,69,23
1575,Элеонора,24,52
1576,Анастасия,20,110
1577,Тельман,64,5
1578,Элин,98,210
1579,Адель,22,96
1580,Валентин,23,29
1581,Гастон,42,170
1582,Софья,49,237
1583,Гордей,24,162
1584,Май,36,92
1585,Тит,99,139
1586,Прохор,100,43
1587,Альберт,41,118
1588,Оскар,100,140
1589,Дорофей,77,244
1590,Стивен,45,105
1591,Иоланта,47,52
1592,Чеслава,88,87
1593,Инна,81,259
1594,Анастасия,29,73
1595,Генрих,76,115
1596,Веста,34,259
1597,Руслан,25,139
1598,Иннокентий,76,105
1599,Франц,78,34
1600,Дайна,18,89
1601,Элоиза,21,273
1602,Нисон,65,1
1603,Вилора,84,27
1604,Тамаз,82,79
1605,Исай,78,23
1606,Градимир,44,193
1607,Артем,66,275
1608,Виталий,46,70
1609,Донат,21,109
1610,Олан,29,24
1611,Биргит,41,155
1612,Инна,27,76
1613,Амадеус,55,242
1614,Анфиса,76,106
1615,Эдита,40,24
1616,Зара,18,204
1617,Лев,43,44
1618,Изабелла,74,75
1619,Георгина,36,29
1620,Фаддей,54,74
1621,Агнесса,19,196
1622,Эмилия,83,19
1623,Рашид,93,82
1624,Северин,21,140
1625,Флора,43,277
1626,Назар,60,125
1627,Иоанна,79,41
1628,Константин,42,115
1629,Егор,79,247
1630,Сарра,52,78
1631,Ануфрий ,29,260
1632,Орест,33,220
1633,Радий,78,251
1634,Евгения,69,51
1635,Ольга,86,161
1636,Фаддей,74,200
1637,Эрик,35,122
1638,Зиновий,78,273
1639,Прохор,22,180
1640,Амадей,46,46
1641,Израиль,68,208
1642,Венедикт,22,182
1643,Севастьян,77,137
1644,Ибрагим,71,50
1645,Роман,37,141
1646,Георгий,76,78
1647,Эльмира,27,21
1648,Флорентий,36,55
1649,Боголюб,85,119
1650,Ангел,64,185
1651,Ираклий,64,180
1652,Феликс,26,108
1653,Мечеслав,28,291
1654,Тигрий,63,215
1655,Тереза,69,122
1656,Порфирий,87,181
1657,Анита,47,83
1658,Вильгельм,54,297
1659,Адриан,75,33
1660,Санта,48,243
1661,Тамара,46,178
1662,Клим ,30,29
1663,Виргиния,44,173
1664,Олан,87,61
1665,Всеволод,61,249
1666,Эдда,36,166
1667,Ренольд,51,11
1668,Веста,84,203
1669,Тамаз,31,86
1670,Юлиан,55,250
1671,Борис,68,287
1672,Фая,80,37
1673,Израиль,53,141
1674,Зиновий,37,47
1675,Дайна,89,70
1676,Модест,23,263
1677,Дайна,90,198
1678,Максимилиан,33,192
1679,Снежана,31,6
1680,Ираида,76,211
1681,Северин,93,293
1682,Эльза,26,285
1683,Симона,67,167
1684,Рубен,32,4
1685,Амадеус,89,258
1686,Роман,33,91
1687,Игнат,51,131
1688,Казимир,54,241
1689,Соломон,24,233
1690,Ждан,87,120
1691,Джулия,44,94
1692,Георгина,82,273
1693,Франсуаза,27,57
1694,Федор,52,190
1695,Святослав,45,275
1696,Юнона,65,273
1697,Диодора,98,239
1698,Гордей,100,166
1699,Модест,31,169
1700,Берта,26,82
1701,Евгений,24,183
1702,Христя,24,208
1703,Астра,22,279
1704,Мадлен,87,253
1705,Северин,51,95
1706,Василиса,68,231
1707,Федор,39,124
1708,Веста,49,270
1709,Аурелия,61,195
1710,Валерий,21,171
1711,Боголюб,46,183
1712,Юлия,68,202
1713,Никифор,33,106
1714,Герман,47,237
1715,Егор,86,215
1716,Архелия,62,217
1717,Татьяна,18,108
1718,Зоя,80,4
1719,Феодосий,97,278
1720,Джулия,26,224
1721,Игнат,52,262
1722,Герман,79,181
1723,Николай,98,35
1724,Геннадий,86,88
1725,Арий,38,110
1726,Дарья,20,257
1727,Володар,60,28
1728,Бонифаций,23,48
1729,Андоим,46,17
1730,Адель,82,143
1731,Радий,42,175
1732,Аникита,37,44
1733,Ждан,75,238
1734,Лука,56,162
1735,Жанна,51,173
1736,Ефим,35,153
1737,Динара,37,262
1738,Осип,39,139
1739,Адриан,41,56
1740,Савва,78,21
1741,Ариадна,41,36
1742,Демид ,96,83
1743,Валентина,75,86
1744,Ринат,32,74
1745,Авдей,69,218
1746,Наум,92,58
1747,Альжбета,73,57
1748,Юна,29,249
1749,Ибрагим,77,81
1750,Тихон,18,115
1751,Градимир,76,38
1752,Ануфрий ,32,88
1753,Оскар,68,93
1754,Гурий,41,143
1755,Зиновий,77,72
1756,Виталина,47,272
1757,Федор,66,262
1758,Берек,72,101
1759,Аникита,56,148
1760,Амина,99,102
1761,Савел,57,47
1762,Иннокентий,98,33
1763,Станислава,87,19
1764,Азарий,20,297
1765,Тереза,98,249
1766,Вениамин,19,197
1767,Леонтий,49,215
1768,Гавриил,44,226
1769,Альбина,67,274
1770,Дональд,69,111
1771,Вольдемар,92,256
1772,Израиль,70,252
1773,Велизар,41,58
1774,Генриетта,52,274
1775,Аваз,19,158
1776,Вильгельм,49,12
1777,Мариан,72,297
1778,Жанна,38,283
1779,Генрих,60,139
1780,Олег,35,3
1781,Глеб,92,238
1782,Глафира,30,128
1783,Мурат,84,194
1784,Алико,64,261
1785,Демид ,88,228
1786,Авдей,85,236
1787,"Фаня, Фанни",31,217
1788,Гражина,76,265
1789,Адис,38,277
1790,Парамон,36,161
1791,Савел,20,27
1792,Ахмет,57,18
1793,Яким,72,285
1794,Евгения,53,287
1795,Оскар,74,271
1796,Ион,35,47
1797,Петр,61,189
1798,Борис,94,250
1799,Глафира,34,240
1800,Никита,82,236
1801,Максимилиан,29,129
1802,Береслава,71,182
1803,Тамара,59,134
1804,Эдуард,97,114
1805,Александр,33,98
1806,Максим,75,266
1807,Евгения,57,133
1808,Абрам,70,288
1809,Порфирий,55,9
1810,Дебора,95,258
1811,Василий,23,225
1812,Алан ,45,53
1813,Виталина,33,149
1814,Астра,42,58
1815,Ролан,81,276
1816,Владимир,76,51
1817,Фрида,22,191
1818,Арнольд,41,43
1819,Аурелия,91,228
1820,Эсмеральда,78,229
1821,Павел,19,60
1822,Ренольд,81,160
1823,Санта,91,132
1824,Иннокентий,45,106
1825,Аркадий,59,93
1826,Богдан,78,64
1827,Агнесса,39,145
1828,Эмилия,51,165
1829,Бернар,75,82
1830,Онисим,71,101
1831,Илья,83,55
1832,Максим,22,118
1833,Бонифаций,96,38
1834,Донатос,61,107
1835,Николай,72,38
